1.0 0.0 1
2.0 0.0 1
3.0 0.0 1
4.0 0.0 1
5.0 0.0 1
6.0 0.0 1
7.0 0.0 1
8.0 0.0 1
9.0 0.0 1
10.0 0.0 1
11.0 0.0 1
12.0 0.0 1
13.0 0.0 1
14.0 0.0 1
15.0 0.0 1
16.0 0.0 1
17.0 124.0 11.1355287257
18.0 273.0 16.5227116419
19.0 266.0 16.3095064303
20.0 268.0 16.3707055437
21.0 232.0 15.2315462117
22.0 234.0 15.2970585408
23.0 226.0 15.0332963784
24.0 237.0 15.3948043183
25.0 216.0 14.6969384567
26.0 220.0 14.8323969742
27.0 215.0 14.6628782986
28.0 207.0 14.3874945699
29.0 229.0 15.1327459504
30.0 212.0 14.5602197786
31.0 237.0 15.3948043183
32.0 196.0 14.0
33.0 233.0 15.2643375225
34.0 229.0 15.1327459504
35.0 228.0 15.0996688705
36.0 228.0 15.0996688705
37.0 216.0 14.6969384567
38.0 228.0 15.0996688705
39.0 205.0 14.3178210633
40.0 246.0 15.6843871414
41.0 221.0 14.8660687473
42.0 259.0 16.0934769394
43.0 258.0 16.0623784042
44.0 247.0 15.7162336455
45.0 234.0 15.2970585408
46.0 231.0 15.1986841536
47.0 237.0 15.3948043183
48.0 240.0 15.4919333848
49.0 282.0 16.7928556237
50.0 240.0 15.4919333848
51.0 240.0 15.4919333848
52.0 222.0 14.8996644258
53.0 238.0 15.4272486205
54.0 269.0 16.4012194669
55.0 249.0 15.7797338381
56.0 274.0 16.5529453572
57.0 283.0 16.8226038413
58.0 246.0 15.6843871414
59.0 302.0 17.378147197
60.0 229.0 15.1327459504
61.0 277.0 16.6433169771
62.0 256.0 16.0
63.0 280.0 16.7332005307
64.0 290.0 17.0293863659
65.0 280.0 16.7332005307
66.0 270.0 16.4316767252
67.0 268.0 16.3707055437
68.0 250.0 15.8113883008
69.0 268.0 16.3707055437
70.0 286.0 16.9115345253
71.0 287.0 16.9410743461
72.0 292.0 17.0880074906
73.0 285.0 16.8819430161
74.0 264.0 16.2480768093
75.0 295.0 17.1755640373
76.0 282.0 16.7928556237
77.0 299.0 17.2916164658
78.0 295.0 17.1755640373
79.0 277.0 16.6433169771
80.0 271.0 16.4620776332
81.0 320.0 17.88854382
82.0 281.0 16.7630546142
83.0 276.0 16.6132477258
84.0 321.0 17.9164728672
85.0 299.0 17.2916164658
86.0 310.0 17.6068168617
87.0 320.0 17.88854382
88.0 310.0 17.6068168617
89.0 299.0 17.2916164658
90.0 308.0 17.5499287748
91.0 321.0 17.9164728672
92.0 303.0 17.4068951855
93.0 344.0 18.547236991
94.0 342.0 18.4932420089
95.0 321.0 17.9164728672
96.0 351.0 18.7349939952
97.0 286.0 16.9115345253
98.0 311.0 17.6351920885
99.0 316.0 17.7763888346
100.0 334.0 18.2756668825
101.0 310.0 17.6068168617
102.0 332.0 18.2208671583
103.0 350.0 18.7082869339
104.0 319.0 17.8605710995
105.0 354.0 18.8148877222
106.0 352.0 18.7616630393
107.0 366.0 19.1311264697
108.0 333.0 18.2482875909
109.0 348.0 18.6547581062
110.0 319.0 17.8605710995
111.0 377.0 19.4164878389
112.0 339.0 18.4119526395
113.0 345.0 18.574175621
114.0 393.0 19.8242276016
115.0 346.0 18.6010752377
116.0 320.0 17.88854382
117.0 376.0 19.3907194297
118.0 307.0 17.5214154679
119.0 349.0 18.6815416923
120.0 372.0 19.287301522
121.0 384.0 19.5959179423
122.0 370.0 19.2353840617
123.0 369.0 19.2093727123
124.0 393.0 19.8242276016
125.0 380.0 19.4935886896
126.0 354.0 18.8148877222
127.0 384.0 19.5959179423
128.0 363.0 19.0525588833
129.0 377.0 19.4164878389
130.0 377.0 19.4164878389
131.0 396.0 19.8997487421
132.0 410.0 20.2484567313
133.0 399.0 19.9749843554
134.0 385.0 19.6214168703
135.0 405.0 20.1246117975
136.0 391.0 19.7737199333
137.0 385.0 19.6214168703
138.0 415.0 20.3715487875
139.0 452.0 21.2602916255
140.0 424.0 20.591260282
141.0 427.0 20.6639783198
142.0 419.0 20.4694894905
143.0 412.0 20.2977831302
144.0 409.0 20.2237484162
145.0 435.0 20.8566536146
146.0 405.0 20.1246117975
147.0 440.0 20.9761769634
148.0 434.0 20.832666656
149.0 413.0 20.3224014329
150.0 438.0 20.9284495365
151.0 430.0 20.7364413533
152.0 415.0 20.3715487875
153.0 465.0 21.5638586528
154.0 439.0 20.9523268398
155.0 418.0 20.4450483003
156.0 463.0 21.5174347914
157.0 488.0 22.0907220344
158.0 450.0 21.2132034356
159.0 474.0 21.7715410571
160.0 457.0 21.3775583264
161.0 456.0 21.3541565041
162.0 450.0 21.2132034356
163.0 447.0 21.1423745119
164.0 489.0 22.1133443875
165.0 439.0 20.9523268398
166.0 492.0 22.1810730128
167.0 460.0 21.4476105895
168.0 457.0 21.3775583264
169.0 434.0 20.832666656
170.0 456.0 21.3541565041
171.0 440.0 20.9761769634
172.0 516.0 22.7156333832
173.0 441.0 21.0
174.0 480.0 21.9089023002
175.0 504.0 22.4499443206
176.0 470.0 21.6794833887
177.0 492.0 22.1810730128
178.0 504.0 22.4499443206
179.0 443.0 21.0475651798
180.0 488.0 22.0907220344
181.0 504.0 22.4499443206
182.0 510.0 22.5831795813
183.0 486.0 22.045407685
184.0 521.0 22.825424421
185.0 515.0 22.6936114358
186.0 549.0 23.4307490277
187.0 532.0 23.0651251893
188.0 478.0 21.8632111091
189.0 520.0 22.803508502
190.0 485.0 22.0227155455
191.0 512.0 22.627416998
192.0 513.0 22.6495033058
193.0 573.0 23.9374184072
194.0 557.0 23.6008474424
195.0 510.0 22.5831795813
196.0 565.0 23.769728648
197.0 528.0 22.9782505862
198.0 572.0 23.9165214862
199.0 531.0 23.0434372436
200.0 567.0 23.8117617996
201.0 540.0 23.2379000772
202.0 496.0 22.2710574513
203.0 557.0 23.6008474424
204.0 542.0 23.2808934536
205.0 528.0 22.9782505862
206.0 509.0 22.5610283454
207.0 582.0 24.1246761636
208.0 546.0 23.3666428911
209.0 568.0 23.8327505756
210.0 562.0 23.7065391823
211.0 558.0 23.622023622
212.0 546.0 23.3666428911
213.0 552.0 23.4946802489
214.0 581.0 24.1039415864
215.0 534.0 23.1084400166
216.0 560.0 23.6643191324
217.0 564.0 23.7486841741
218.0 563.0 23.7276210354
219.0 620.0 24.899799196
220.0 578.0 24.0416305603
221.0 579.0 24.062418831
222.0 602.0 24.5356882928
223.0 620.0 24.899799196
224.0 605.0 24.5967477525
225.0 596.0 24.4131112315
226.0 652.0 25.5342906696
227.0 515.0 22.6936114358
228.0 615.0 24.7991935353
229.0 566.0 23.7907545067
230.0 603.0 24.5560583156
231.0 608.0 24.6576560119
232.0 605.0 24.5967477525
233.0 667.0 25.8263431403
234.0 645.0 25.3968501984
235.0 637.0 25.2388589282
236.0 598.0 24.4540385213
237.0 659.0 25.670995306
238.0 601.0 24.5153013443
239.0 603.0 24.5560583156
240.0 605.0 24.5967477525
